Movie Link,budget,grossWorldWide,gross_US_Canada,opening_weekend_Gross,directors,writers,stars,genres,countries_origin,filming_locations,production_companies,Languages,wins,nominations,oscars,release_date
https://www.imdb.com/title/tt0848228/?ref_=sr_t_1,220000000.0,1520538536.0,623357910.0,207438708.0,['Joss Whedon'],"['Joss Whedon', 'Zak Penn']","['Robert Downey Jr.', 'Chris Evans', 'Scarlett Johansson']","['Action Epic', 'Alien Invasion', 'Superhero', 'Action', 'Sci-Fi']",['United States'],"['East 9th St, Cleveland, Ohio, USA']","['Marvel Studios', 'Paramount Pictures']","['English', 'Russian']",0,81,1,2012
https://www.imdb.com/title/tt1345836/?ref_=sr_t_2,,,,,[],[],[],[],[],[],[],[],0,0,0,
https://www.imdb.com/title/tt1392170/?ref_=sr_t_3,,,,,[],[],[],[],[],[],[],[],0,0,0,
https://www.imdb.com/title/tt1074638/?ref_=sr_t_4,,,,,[],[],[],[],[],[],[],[],0,0,0,
https://www.imdb.com/title/tt0903624/?ref_=sr_t_5,,,,,[],[],[],[],[],[],[],[],0,0,0,
https://www.imdb.com/title/tt1673434/?ref_=sr_t_6,,,,,[],[],[],[],[],[],[],[],0,0,0,
https://www.imdb.com/title/tt0948470/?ref_=sr_t_7,,,,,[],[],[],[],[],[],[],[],0,0,0,
https://www.imdb.com/title/tt1217209/?ref_=sr_t_8,,,,,[],[],[],[],[],[],[],[],0,0,0,
https://www.imdb.com/title/tt1637725/?ref_=sr_t_9,,,,,[],[],[],[],[],[],[],[],0,0,0,
https://www.imdb.com/title/tt1277953/?ref_=sr_t_10,,,,,[],[],[],[],[],[],[],[],0,0,0,
https://www.imdb.com/title/tt1482459/?ref_=sr_t_11,,,,,[],[],[],[],[],[],[],[],0,0,0,
https://www.imdb.com/title/tt1772341/?ref_=sr_t_12,,,,,[],[],[],[],[],[],[],[],0,0,0,
https://www.imdb.com/title/tt0443272/?ref_=sr_t_13,,,,,[],[],[],[],[],[],[],[],0,0,0,
https://www.imdb.com/title/tt1409024/?ref_=sr_t_14,,,,,[],[],[],[],[],[],[],[],0,0,0,
https://www.imdb.com/title/tt1853728/?ref_=sr_t_15,,,,,[],[],[],[],[],[],[],[],0,0,0,
https://www.imdb.com/title/tt1667889/?ref_=sr_t_16,,,,,[],[],[],[],[],[],[],[],0,0,0,
https://www.imdb.com/title/tt1735898/?ref_=sr_t_17,,,,,[],[],[],[],[],[],[],[],0,0,0,
https://www.imdb.com/title/tt1707386/?ref_=sr_t_18,,,,,[],[],[],[],[],[],[],[],0,0,0,
https://www.imdb.com/title/tt0837562/?ref_=sr_t_19,,,,,[],[],[],[],[],[],[],[],0,0,0,
https://www.imdb.com/title/tt1397280/?ref_=sr_t_20,,,,,[],[],[],[],[],[],[],[],0,0,0,
https://www.imdb.com/title/tt1232829/?ref_=sr_t_21,,,,,[],[],[],[],[],[],[],[],0,0,0,
https://www.imdb.com/title/tt1024648/?ref_=sr_t_22,,,,,[],[],[],[],[],[],[],[],0,0,0,
https://www.imdb.com/title/tt1045658/?ref_=sr_t_23,,,,,[],[],[],[],[],[],[],[],0,0,0,
